objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,co_sponsor,type,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,no_photo_id_required,no_registration_required,restricted_access_only_members_o,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,income_maximum_for_eligibility,delivery_available,prepared_meals,grocery_items,fresh_produce,languages_spoken_other_than_engl,other_services_provided_diapers,other_services_provided_baby_for,other_services_provided_financia,other_services_provided_clothing,other_services_provided,metro,bus,store_type,loctype_fresh
88277,7-Eleven Inc F 10725A,4949 Seminary Rd,,Alexandria,VA,22311,ALEXANDRIA,643.23938,100,38.8326530456543,-77.11554718017578,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
88285,7-Eleven Inc F 10719A,1025 W Glebe Rd,,Alexandria,VA,22305,ALEXANDRIA,9961.0654,100,38.84266662597656,-77.07533264160156,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
89115,7-Eleven Inc F 10779A,2 S Jordan St,,Alexandria,VA,22304,ALEXANDRIA,3166.7708,100,38.81191253662109,-77.10954284667969,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
89826,The Fresh Market 174,3680 King St,,Alexandria,VA,22302,ALEXANDRIA,6461.4414,100,38.82989120483398,-77.09139251708984,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
89972,La Despensa Grocery Llc,2903 Arlington Dr,,Alexandria,VA,22306,FAIRFAX,4633.8403,98.99408,38.75458145141602,-77.08106994628906,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
90059,El Grande,6901 Hechinger Dr,,Springfield,VA,22151,FAIRFAX,1365.4901,100,38.79544448852539,-77.18302154541016,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
90214,African Grocery And Meat Market,6243 Little River Tpke,,Alexandria,VA,22312,FAIRFAX,2524.4575,100,38.8170280456543,-77.14060974121094,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
90417,Makola International Market,7856 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,4998.3237,98.99408,38.74402618408203,-77.08428955078125,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
90453,Freshfarm Arlington Courthouse Farmers Market N/A,1425 N Courthouse Rd,,Arlington,VA,22201,ARLINGTON,6058556.5,60,38.88734436035156,-77.09883880615234,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
90669,Lidl 1469,2901 Gallows Rd,,Falls Church,VA,22042,FAIRFAX,3922.2073,98.99408,38.87272262573242,-77.22690582275391,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
90686,7-Eleven Inc F 10770A,5638 MT VERNON HWY,,ALEXANDRIA,VA,22309,FAIRFAX,21701974,60,38.72786712646484,-77.10931396484375,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
90771,7-Eleven Inc F 23242A,3003 Columbia Pike,,Arlington,VA,22204,ARLINGTON,3513.6831,99,38.86259841918945,-77.08841705322266,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
90773,7-Eleven Inc F 10753A,2901 Arlington Dr,,Alexandria,VA,22306,FAIRFAX,8153.3389,96,38.75405502319336,-77.08182525634766,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
90928,7-Eleven Inc F 28511A,426 23rd St S,,Arlington,VA,22202,ARLINGTON,1762.7319,100,38.85329818725586,-77.05282592773438,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
90935,Pak Bangla Bazaar Inc,6347 Columbia Pike,Ste B,Falls Church,VA,22041,FAIRFAX,7006.2749,98.99408,38.83734512329102,-77.15562438964844,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
91317,7-Eleven Inc F 22343A,4689 King St,,Arlington,VA,22206,ARLINGTON,2684.7527,100,38.84283065795898,-77.10895538330078,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
91463,7-Eleven Inc F 10751A,3100 Lockheed Blvd,,Alexandria,VA,22306,FAIRFAX,1415.1537,96,38.75936889648438,-77.08498382568359,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
91833,7-Eleven Inc F 15801A,7907 Rolling Rd,,Springfield,VA,22153,FAIRFAX,1841.0511,96,38.74301528930664,-77.21126556396484,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
92237,Lotte Plaza Market,5204 Port Royal Rd,,Springfield,VA,22151,FAIRFAX,19816.316,98.99408,38.81083679199219,-77.22169494628906,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
93174,Harris Teeter 133,4641 Duke St,,Alexandria,VA,22304,ALEXANDRIA,7225.5781,100,38.81208801269531,-77.11096954345703,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
94038,7-Eleven 35372B 35372B,2906 N Sycamore St,,Arlington,VA,22207,ARLINGTON,3570.7473,100,38.8990592956543,-77.15695190429688,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
94174,Whole Foods Market 10223,4501 Market Commons Dr,,Fairfax,VA,22033,FAIRFAX,3032.845,98.99408,38.85807418823242,-77.37805938720703,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
94851,7-Eleven Inc F 10771A,8226 Russell Rd,,Alexandria,VA,22309,FAIRFAX,4195.7231,98.99408,38.73405075073242,-77.10129547119141,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
95228,7-Eleven Inc F 10773A,2800 Beacon Hill Rd,,Alexandria,VA,22306,FAIRFAX,2195.8079,96,38.77217483520508,-77.07989501953125,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
95233,7-Eleven Inc F 24645A,3827 S George Mason Dr,,Falls Church,VA,22041,FAIRFAX,3381.7952,98.99408,38.84148788452148,-77.12001800537109,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
95444,7-Eleven Inc F 29167B,2311 2nd St S,,Arlington,VA,22204,ARLINGTON,1367.4899,100,38.87163162231445,-77.08428192138672,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
95502,7-Eleven Inc F 18432A,3600 Columbia Pike,,Arlington,VA,22204,ARLINGTON,3577.3218,97.928993,38.86068344116211,-77.09391021728516,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
95810,Giant Food Store 2744,9400 Fairfax Blvd,,Fairfax,VA,22031,FAIRFAX,2894.7803,100,38.8651237487793,-77.27039337158203,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
96037,Loza Market,10 S Jordan St,,Alexandria,VA,22304,ALEXANDRIA,3166.7708,100,38.81181716918945,-77.10954284667969,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
96097,"Sk Dominion Market, Llc",1201 S Courthouse Rd,,Arlington,VA,22204,ARLINGTON,27742.932,99,38.8623046875,-77.07854461669922,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
96125,7-Eleven Inc F 10782A,30 S Reynolds St,,Alexandria,VA,22304,ALEXANDRIA,4536.269,100,38.81256484985352,-77.12532806396484,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
97247,7-Eleven Inc F 10764A,800 Franklin St,,Alexandria,VA,22314,ALEXANDRIA,2215.2678,100,38.79824447631836,-77.04959869384766,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
97690,7-Eleven Inc F 10766A,2305 Huntington Ave,,Alexandria,VA,22303,FAIRFAX,4957.0479,98.99408,38.79413604736328,-77.07076263427734,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
97864,Harris Teeter 235,4250 Campbell Ave,,Arlington,VA,22206,ARLINGTON,3090.1001,100,38.84158706665039,-77.08991241455078,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
99030,7-Eleven Inc F 10792A,8904 Gunston Rd,,Lorton,VA,22079,FAIRFAX,92852552,60,38.69010162353516,-77.20649719238281,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
99430,Bestway Supermarket,5695 Telegraph Rd,,Alexandria,VA,22303,FAIRFAX,1350.3375,98.99408,38.79697036743164,-77.08121490478516,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
100539,7-Eleven Inc F 10735A,3420 Carlin Springs Rd,,Falls Church,VA,22041,FAIRFAX,30694.705,98.99408,38.85223770141602,-77.12212371826172,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
101267,7-Eleven Inc F 10772A,6946 S Kings Hwy,,Alexandria,VA,22310,FAIRFAX,1763.1704,96,38.76792907714844,-77.12001037597656,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
101270,7-Eleven Inc F 10761A,8434 Frye Rd,,Alexandria,VA,22309,FAIRFAX,4183.7515,96,38.72769165039063,-77.11273956298828,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
101344,Super Giant 233,7235 Arlington Blvd,,Falls Church,VA,22042,FAIRFAX,2965.2046,98.99408,38.86628341674805,-77.19511413574219,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
101365,7-Eleven Inc F 10743B,2815 S Wakefield St,,Arlington,VA,22206,ARLINGTON,1255.7085,99,38.84409332275391,-77.09778594970703,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
102189,Cvs Pharmacy 1417,13031 Lee Jackson Memorial Hwy,,Fairfax,VA,22033,FAIRFAX,6004.603,98.99408,38.88046646118164,-77.39656829833984,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
102195,Cvs Pharmacy 1373,433 S Washington St,,Alexandria,VA,22314,ALEXANDRIA,2850.1345,100,38.80145263671875,-77.04783630371094,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
103068,Yemex International Grocery,6130 N Kings Hwy,,Alexandria,VA,22303,FAIRFAX,4467.4443,98.99408,38.78555679321289,-77.07778167724609,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
103662,Shri Krishna Grocery,7106 Brookfield Plz,,Springfield,VA,22150,FAIRFAX,4974.2368,100,38.77383804321289,-77.18527221679688,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
103765,Lidl 1229,6801 Commerce St,,Springfield,VA,22150,FAIRFAX,11739.427,96,38.78183364868164,-77.18348693847656,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
104533,Harris Teeter 85,12960 Woodland Crossing Dr,,Herndon,VA,20171,FAIRFAX,31539968,60,38.92571258544922,-77.40386199951172,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
105293,H Mart,7885 Heritage Dr,,Annandale,VA,22003,FAIRFAX,4787.3853,100,38.8250846862793,-77.21328735351563,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
105356,7-Eleven 10781C 10781C,1910 Elkin St,,Alexandria,VA,22308,FAIRFAX,1444.1344,96,38.72268676757813,-77.06349182128906,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
106821,Dollar Tree 237,9534 Main St,,Fairfax,VA,22031,FAIRFAX,10973.007,100,38.84133911132813,-77.27309417724609,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
106822,Dollar Tree 267,6140 Rose Hill Dr,,Alexandria,VA,22310,FAIRFAX,1802.5581,98.99408,38.78448486328125,-77.12092590332031,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
107057,7-Eleven Inc F 10732A,1667 N Quaker Ln,,Alexandria,VA,22302,ALEXANDRIA,7516.4927,100,38.83079147338867,-77.08533477783203,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
107797,7-Eleven Inc F 10768A,2405 Fairhaven Ave,,Alexandria,VA,22303,FAIRFAX,663.28363,96,38.78450012207031,-77.07394409179688,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
107798,7-Eleven Inc F 16010A,8010 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,2070.8848,96,38.74028015136719,-77.08831787109375,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
107809,Mart Eleven Convenience Store,301 N Ripley St,,Alexandria,VA,22304,ALEXANDRIA,3340.1938,100,38.81634521484375,-77.1265869140625,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
108652,Harris Teeter 83,900 Army Navy Dr,,Arlington,VA,22202,ARLINGTON,10262343,60,38.8613395690918,-77.05673980712891,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
108965,Cvs Pharmacy 1407,3133 Lee Hwy,,Arlington,VA,22201,ARLINGTON,1226.9862,100,38.89605331420898,-77.09841918945313,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
108973,Cvs Pharmacy 1416,5652 Pickwick Rd,,Centreville,VA,20120,FAIRFAX,2800.1089,100,38.83979415893555,-77.42324066162109,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
108974,Cvs Pharmacy 1419,3919 Centreville Rd,,Chantilly,VA,20151,FAIRFAX,2917.5317,96,38.89495468139648,-77.43022918701172,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
108975,Cvs Pharmacy 2343,5101 Duke St,,Alexandria,VA,22304,ALEXANDRIA,6917.8945,100,38.81212997436523,-77.11844635009766,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
108978,Cvs Pharmacy 1847,264 Cedar Ln SE,,Vienna,VA,22180,FAIRFAX,15070035,60,38.89609527587891,-77.25603485107422,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
108980,Cvs Pharmacy 2007,3120 Duke St,,Alexandria,VA,22314,ALEXANDRIA,6187.7085,100,38.80770492553711,-77.08412170410156,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
109945,Giant Food Store 2748,6360 Seven Corners Ctr,,Falls Church,VA,22044,FAIRFAX,28398.047,90.71006,38.86914443969727,-77.15200805664063,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
110165,Dollar Tree 3720,13653B Lee Jackson Hwy,,Chantilly,VA,20151,FAIRFAX,40587316,60,38.8883056640625,-77.45372772216797,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
110828,Dollar Tree 225,6198 Little River Tpke,,Alexandria,VA,22312,FAIRFAX,2524.4575,98.99408,38.81721496582031,-77.14059448242188,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
110830,Dollar Tree 366,7700A Gunston Plz,,Lorton,VA,22079,FAIRFAX,868.1394,100,38.70368957519531,-77.20961761474609,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
112340,7-Eleven Inc F 20407A,5122 Wilson Blvd,,Arlington,VA,22205,ARLINGTON,1987.5519,100,38.87755966186523,-77.12268829345703,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
112534,Walgreens 10165,603 Elden St,,Herndon,VA,20170,FAIRFAX,2364.6709,100,38.9691047668457,-77.38147735595703,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
112536,Walgreens 10233,7629 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,2986.9919,96,38.75021743774414,-77.08259582519531,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
112765,7-Eleven Inc F 10716A,3901 Lee Hwy,,Arlington,VA,22207,ARLINGTON,1209.5922,100,38.89672470092773,-77.10726928710938,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
113050,7-Eleven Inc F 10765A,3412 Mount Vernon Ave,,Alexandria,VA,22305,ALEXANDRIA,3138.2173,100,38.83561706542969,-77.06069946289063,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
113774,7 Eleven Inc F 10740A,2525 Lee Hwy,,Arlington,VA,22201,ARLINGTON,991.95697,100,38.8951416015625,-77.09102630615234,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
113912,Chantilly Farmers Market,3640 Centreville Rd,,Chantilly,VA,20151,FAIRFAX,3439.4639,100,38.9012565612793,-77.42530059814453,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
114519,Springfield Farmers Market,6699 Spring Mall Rd,,Springfield,VA,22150,FAIRFAX,19591228,60,38.77357864379883,-77.18701934814453,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
115731,"H Mart Burke, Llc",9550 Burke Rd,,Burke,VA,22015,FAIRFAX,1491.8762,100,38.79507064819336,-77.27329254150391,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
117054,B Js Wholesale Club 33,13053 Fair Lakes Shopping Ctr,,Fairfax,VA,22033,FAIRFAX,21741.867,93.37278,38.85614013671875,-77.39609527587891,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
117539,B Js Wholesale Club 46,101 S Van Dorn St,,Alexandria,VA,22304,ALEXANDRIA,3214.8335,100,38.81428527832031,-77.12948608398438,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
118123,New Grandmart,6326 Arlington Blvd,,Falls Church,VA,22044,FAIRFAX,10722.342,96,38.87305068969727,-77.15892791748047,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
118245,Wegmans 49,7905 Hilltop Village Center Drive,,Alexandria,VA,22315,FAIRFAX,14570874,60,38.78448104858398,-77.12519836425781,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
118270,Mediterranean Bakery & Cafe,352 S Pickett St,,Alexandria,VA,22304,ALEXANDRIA,12095.489,100,38.80857467651367,-77.12545776367188,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
118408,Walgreens 10616,6717 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,3215.1152,96,38.77181625366211,-77.08060455322266,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
118720,Wawa Store 8669,465 Maple Ave.,,Vienna,VA,22180,FAIRFAX,3439.5913,96,38.89512252807617,-77.27406311035156,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
118960,Adum Tropical Market,8332A Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,3097.1482,98.99408,38.73204040527344,-77.10243988037109,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
119890,Beirut Halal Butcher,3407 Payne St,,Falls Church,VA,22041,FAIRFAX,2319.7312,98.99408,38.85300064086914,-77.13214874267578,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
120388,Nakheel,340 Maple Ave W,,Vienna,VA,22180,FAIRFAX,3240.3376,100,38.89731979370117,-77.27039337158203,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,
120442,Al Makkah Mart,14504A Lee Rd,,Chantilly,VA,20151,FAIRFAX,5531.9883,93.633133,38.89885711669922,-77.44775390625,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
